day,dest cou,Seats,Population Density,Countries
2021-12-09,GB,318.10057471264366,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-09,IN,187.03352490421457,380.7713541630226,India
2021-12-09,IT,106.03352490421456,205.2668746266676,Italy
2021-12-09,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2021-12-09,NL,146.5,407.9605228317647,Netherlands (the)
2021-12-09,PH,167.5,336.6612533333333,Philippines (the)
2021-12-09,QA,63.0,189.43699292249264,Qatar
2021-12-09,RO,106.03352490421456,90.8857716944012,Romania
2021-12-09,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-11,BH,93.0,1771.8592105263158,Bahrain
2021-12-12,IT,106.03352490421456,205.2668746266676,Italy
2021-12-13,SA,106.03352490421456,12.909915383148268,Saudi Arabia
2021-12-14,AE,530.1676245210728,69.13588516746411,United Arab Emirates (the)
2021-12-14,BE,106.03352490421456,370.9372707023061,Belgium
2021-12-14,ES,106.03352490421456,95.2690781011932,Spain
2021-12-14,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-14,IN,106.03352490421456,380.7713541630226,India
2021-12-14,LB,106.03352490421456,594.6827884615385,Lebanon
2021-12-14,MA,106.03352490421456,74.6225484268279,Morocco
2021-12-14,QA,151.5,189.43699292249264,Qatar
2021-12-15,AE,287.06704980842915,69.13588516746411,United Arab Emirates (the)
2021-12-15,AR,63.0,15.620732988059272,Argentina
2021-12-15,BH,199.03352490421457,1771.8592105263158,Bahrain
2021-12-15,CH,75.0,196.76405746541656,Switzerland
2021-12-15,DE,273.5335249042146,226.4689795026637,Germany
2021-12-15,ES,212.06704980842912,95.2690781011932,Spain
2021-12-15,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-15,HK,106.03352490421456,6445.041516245487,Hong Kong
2021-12-15,IN,566.6005747126437,380.7713541630226,India
2021-12-15,PH,106.03352490421456,336.6612533333333,Philippines (the)
2021-12-15,SA,168.03352490421457,12.909915383148268,Saudi Arabia
2021-12-15,UA,106.03352490421456,73.61357136939773,Ukraine
2021-12-15,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-16,AE,411.1005747126437,69.13588516746411,United Arab Emirates (the)
2021-12-16,BE,106.03352490421456,370.9372707023061,Belgium
2021-12-16,CH,75.0,196.76405746541656,Switzerland
2021-12-16,DE,454.5670498084292,226.4689795026637,Germany
2021-12-16,ES,106.03352490421456,95.2690781011932,Spain
2021-12-16,FR,212.06704980842912,103.37630106197412,France
2021-12-16,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-16,IN,335.0,380.7713541630226,India
2021-12-16,IT,106.03352490421456,205.2668746266676,Italy
2021-12-16,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2021-12-16,LB,273.5335249042146,594.6827884615385,Lebanon
2021-12-16,QA,106.03352490421456,189.43699292249264,Qatar
2021-12-16,SA,93.0,12.909915383148268,Saudi Arabia
2021-12-16,TR,75.0,101.35033220089797,Turkey
2021-12-16,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-17,AE,561.1005747126437,69.13588516746411,United Arab Emirates (the)
2021-12-17,BH,318.10057471264366,1771.8592105263158,Bahrain
2021-12-17,CH,62.0,196.76405746541656,Switzerland
2021-12-17,CY,106.03352490421456,128.54794076316074,Cyprus
2021-12-17,DE,242.5,226.4689795026637,Germany
2021-12-17,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-17,HK,106.03352490421456,6445.041516245487,Hong Kong
2021-12-17,IN,212.06704980842912,380.7713541630226,India
2021-12-17,MA,106.03352490421456,74.6225484268279,Morocco
2021-12-17,NL,106.03352490421456,407.9605228317647,Netherlands (the)
2021-12-17,PH,106.03352490421456,336.6612533333333,Philippines (the)
2021-12-17,QA,106.03352490421456,189.43699292249264,Qatar
2021-12-17,SA,75.0,12.909915383148268,Saudi Arabia
2021-12-17,TR,106.03352490421456,101.35033220089797,Turkey
2021-12-17,UA,106.03352490421456,73.61357136939773,Ukraine
2021-12-18,AE,424.13409961685824,69.13588516746411,United Arab Emirates (the)
2021-12-18,BE,106.03352490421456,370.9372707023061,Belgium
2021-12-18,BH,106.03352490421456,1771.8592105263158,Bahrain
2021-12-18,DE,159.53352490421457,226.4689795026637,Germany
2021-12-18,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-18,IN,212.06704980842912,380.7713541630226,India
2021-12-18,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2021-12-18,LB,212.06704980842912,594.6827884615385,Lebanon
2021-12-18,QA,106.03352490421456,189.43699292249264,Qatar
2021-12-18,SA,181.03352490421457,12.909915383148268,Saudi Arabia
2021-12-18,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-19,AE,199.03352490421457,69.13588516746411,United Arab Emirates (the)
2021-12-19,CH,106.03352490421456,196.76405746541656,Switzerland
2021-12-19,DE,348.5335249042146,226.4689795026637,Germany
2021-12-19,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-19,IE,62.0,69.61855904828312,Ireland
2021-12-19,IN,522.0335249042146,380.7713541630226,India
2021-12-19,IT,212.06704980842912,205.2668746266676,Italy
2021-12-19,NL,212.06704980842912,407.9605228317647,Netherlands (the)
2021-12-19,QA,167.5,189.43699292249264,Qatar
2021-12-19,SA,212.06704980842912,12.909915383148268,Saudi Arabia
2021-12-19,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-20,AE,623.1676245210729,69.13588516746411,United Arab Emirates (the)
2021-12-20,BE,106.03352490421456,370.9372707023061,Belgium
2021-12-20,BH,212.06704980842912,1771.8592105263158,Bahrain
2021-12-20,CH,75.0,196.76405746541656,Switzerland
2021-12-20,DE,273.5335249042146,226.4689795026637,Germany
2021-12-20,FR,106.03352490421456,103.37630106197412,France
2021-12-20,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-20,HK,106.03352490421456,6445.041516245487,Hong Kong
2021-12-20,IN,106.03352490421456,380.7713541630226,India
2021-12-20,LB,106.03352490421456,594.6827884615385,Lebanon
2021-12-20,QA,106.03352490421456,189.43699292249264,Qatar
2021-12-20,SA,212.06704980842912,12.909915383148268,Saudi Arabia
2021-12-20,UA,106.03352490421456,73.61357136939773,Ukraine
2021-12-21,AE,93.0,69.13588516746411,United Arab Emirates (the)
2021-12-21,BE,106.03352490421456,370.9372707023061,Belgium
2021-12-21,DE,167.5,226.4689795026637,Germany
2021-12-21,ES,81.0,95.2690781011932,Spain
2021-12-21,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-21,IN,273.5335249042146,380.7713541630226,India
2021-12-21,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2021-12-21,NL,106.03352490421456,407.9605228317647,Netherlands (the)
2021-12-21,SA,318.10057471264366,12.909915383148268,Saudi Arabia
2021-12-21,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-22,CH,75.0,196.76405746541656,Switzerland
2021-12-22,IE,106.03352490421456,69.61855904828312,Ireland
2021-12-22,KZ,106.03352490421456,6.663408565451944,Kazakhstan
2021-12-22,SA,212.06704980842912,12.909915383148268,Saudi Arabia
2021-12-23,AE,411.1005747126437,69.13588516746411,United Arab Emirates (the)
2021-12-23,BD,212.06704980842912,1173.3339699162489,Bangladesh
2021-12-23,BH,486.1005747126437,1771.8592105263156,Bahrain
2021-12-23,CH,75.0,196.76405746541656,Switzerland
2021-12-23,DE,348.5335249042146,226.4689795026637,Germany
2021-12-23,FR,187.03352490421457,103.37630106197412,France
2021-12-23,GB,442.5670498084292,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-23,IN,485.6005747126437,380.7713541630226,India
2021-12-23,IT,106.03352490421456,205.2668746266676,Italy
2021-12-23,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2021-12-23,LB,379.5670498084292,594.6827884615385,Lebanon
2021-12-23,PH,167.5,336.6612533333333,Philippines (the)
2021-12-23,QA,181.03352490421457,189.43699292249264,Qatar
2021-12-23,SA,181.03352490421457,12.909915383148268,Saudi Arabia
2021-12-23,TR,75.0,101.35033220089797,Turkey
2021-12-23,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-24,AE,380.0670498084292,69.13588516746411,United Arab Emirates (the)
2021-12-24,BD,106.03352490421456,1173.3339699162489,Bangladesh
2021-12-24,BH,504.1005747126437,1771.8592105263156,Bahrain
2021-12-24,BR,62.0,23.988580457474605,Brazil
2021-12-24,CA,106.03352490421456,3.515372666297434,Canada
2021-12-24,DE,167.5,226.4689795026637,Germany
2021-12-24,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-24,LB,187.03352490421457,594.6827884615385,Lebanon
2021-12-24,NL,252.53352490421457,407.9605228317647,Netherlands (the)
2021-12-24,PH,273.5335249042146,336.6612533333333,Philippines (the)
2021-12-24,SA,106.03352490421456,12.909915383148268,Saudi Arabia
2021-12-24,UA,106.03352490421456,73.61357136939773,Ukraine
2021-12-24,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-25,AE,106.03352490421456,69.13588516746411,United Arab Emirates (the)
2021-12-25,BH,106.03352490421456,1771.8592105263158,Bahrain
2021-12-25,DE,167.5,226.4689795026637,Germany
2021-12-25,DK,81.0,129.51926022184065,Denmark
2021-12-25,LB,106.03352490421456,594.6827884615385,Lebanon
2021-12-25,PH,167.5,336.6612533333333,Philippines (the)
2021-12-25,QA,146.5,189.43699292249264,Qatar
2021-12-25,SA,416.5,12.909915383148268,Saudi Arabia
2021-12-25,TR,106.03352490421456,101.35033220089797,Turkey
2021-12-26,DE,106.03352490421456,226.4689795026637,Germany
2021-12-26,SA,199.03352490421457,12.909915383148268,Saudi Arabia
2021-12-28,AE,646.0670498084291,69.13588516746411,United Arab Emirates (the)
2021-12-28,BE,106.03352490421456,370.9372707023061,Belgium
2021-12-28,BH,287.06704980842915,1771.8592105263158,Bahrain
2021-12-28,DE,167.5,226.4689795026637,Germany
2021-12-28,ES,187.03352490421457,95.2690781011932,Spain
2021-12-28,FR,212.06704980842912,103.37630106197412,France
2021-12-28,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-28,IN,167.5,380.7713541630226,India
2021-12-28,KZ,75.0,6.663408565451944,Kazakhstan
2021-12-28,LB,106.03352490421456,594.6827884615385,Lebanon
2021-12-28,PK,106.03352490421456,250.07800199724903,Pakistan
2021-12-28,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-29,AE,106.03352490421456,69.13588516746411,United Arab Emirates (the)
2021-12-29,BD,106.03352490421456,1173.3339699162489,Bangladesh
2021-12-29,BE,106.03352490421456,370.9372707023061,Belgium
2021-12-29,BH,287.06704980842915,1771.8592105263158,Bahrain
2021-12-29,CH,75.0,196.76405746541656,Switzerland
2021-12-29,CY,106.03352490421456,128.54794076316074,Cyprus
2021-12-29,DK,106.03352490421456,129.51926022184065,Denmark
2021-12-29,FR,106.03352490421456,103.37630106197412,France
2021-12-29,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-29,IN,268.0335249042146,380.7713541630226,India
2021-12-29,LB,106.03352490421456,594.6827884615385,Lebanon
2021-12-29,PH,106.03352490421456,336.6612533333333,Philippines (the)
2021-12-29,UA,106.03352490421456,73.61357136939773,Ukraine
2021-12-30,AE,1034.7011494252874,69.13588516746411,United Arab Emirates (the)
2021-12-30,BE,106.03352490421456,370.9372707023061,Belgium
2021-12-30,CH,75.0,196.76405746541656,Switzerland
2021-12-30,DE,106.03352490421456,226.4689795026637,Germany
2021-12-30,ES,106.03352490421456,95.2690781011932,Spain
2021-12-30,FR,106.03352490421456,103.37630106197412,France
2021-12-30,GB,318.10057471264366,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-30,IN,441.0335249042146,380.7713541630226,India
2021-12-30,IT,106.03352490421456,205.2668746266676,Italy
2021-12-30,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2021-12-30,LB,106.03352490421456,594.6827884615385,Lebanon
2021-12-30,US,106.03352490421456,32.70372369087204,United States of America (the)
2021-12-31,AE,711.2011494252873,69.13588516746411,United Arab Emirates (the)
2021-12-31,DZ,106.03352490421456,16.602210735760103,Algeria
2021-12-31,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2021-12-31,IN,106.03352490421456,380.7713541630226,India
2022-01-01,AE,1109.2681992337166,69.13588516746411,United Arab Emirates (the)
2022-01-01,BH,106.03352490421456,1771.8592105263158,Bahrain
2022-01-01,CH,212.06704980842912,196.76405746541656,Switzerland
2022-01-01,DE,273.5335249042146,226.4689795026637,Germany
2022-01-01,FR,106.03352490421456,103.37630106197412,France
2022-01-01,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-01,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-01-01,IN,379.5670498084292,380.7713541630226,India
2022-01-01,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2022-01-01,LB,106.03352490421456,594.6827884615385,Lebanon
2022-01-01,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-01-02,AE,199.03352490421457,69.13588516746411,United Arab Emirates (the)
2022-01-02,BD,106.03352490421456,1173.3339699162489,Bangladesh
2022-01-02,CH,150.5,196.76405746541656,Switzerland
2022-01-02,DE,348.5335249042146,226.4689795026637,Germany
2022-01-02,ES,106.03352490421456,95.2690781011932,Spain
2022-01-02,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-02,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-01-02,IN,335.0,380.7713541630226,India
2022-01-02,IT,106.03352490421456,205.2668746266676,Italy
2022-01-02,KZ,106.03352490421456,6.663408565451944,Kazakhstan
2022-01-02,LB,106.03352490421456,594.6827884615385,Lebanon
2022-01-02,NL,106.03352490421456,407.9605228317647,Netherlands (the)
2022-01-02,SA,106.03352490421456,12.909915383148268,Saudi Arabia
2022-01-02,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-01-03,SA,343.0335249042146,12.909915383148268,Saudi Arabia
2022-01-04,SA,287.06704980842915,12.909915383148268,Saudi Arabia
2022-01-05,CH,106.03352490421456,196.76405746541656,Switzerland
2022-01-05,DE,81.0,226.4689795026637,Germany
2022-01-05,SA,106.03352490421456,12.909915383148268,Saudi Arabia
2022-01-06,BE,106.03352490421456,370.9372707023061,Belgium
2022-01-06,LB,167.5,594.6827884615385,Lebanon
2022-01-06,SA,212.06704980842912,12.909915383148268,Saudi Arabia
2022-01-08,AE,1652.469348659004,69.13588516746411,United Arab Emirates (the)
2022-01-08,BH,318.10057471264366,1771.8592105263158,Bahrain
2022-01-08,DE,106.03352490421456,226.4689795026637,Germany
2022-01-08,FR,81.0,103.37630106197412,France
2022-01-08,GB,424.13409961685824,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-08,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-01-08,IN,379.5670498084292,380.7713541630226,India
2022-01-08,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2022-01-08,LB,106.03352490421456,594.6827884615385,Lebanon
2022-01-08,SA,93.0,12.909915383148268,Saudi Arabia
2022-01-08,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-01-09,AE,1091.2681992337166,69.13588516746411,United Arab Emirates (the)
2022-01-09,BD,106.03352490421456,1173.3339699162489,Bangladesh
2022-01-09,BH,212.06704980842912,1771.8592105263158,Bahrain
2022-01-09,CH,99.0,196.76405746541656,Switzerland
2022-01-09,DE,287.06704980842915,226.4689795026637,Germany
2022-01-09,GB,424.13409961685824,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-09,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-01-09,IN,522.0335249042146,380.7713541630226,India
2022-01-09,IT,106.03352490421456,205.2668746266676,Italy
2022-01-09,NL,106.03352490421456,407.9605228317647,Netherlands (the)
2022-01-09,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-01-10,AE,636.2011494252873,69.13588516746411,United Arab Emirates (the)
2022-01-10,BE,106.03352490421456,370.9372707023061,Belgium
2022-01-10,CH,181.03352490421457,196.76405746541656,Switzerland
2022-01-10,DE,75.0,226.4689795026637,Germany
2022-01-10,FR,106.03352490421456,103.37630106197412,France
2022-01-10,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-10,IN,248.5,380.7713541630226,India
2022-01-10,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-01-11,AE,672.1676245210729,69.13588516746411,United Arab Emirates (the)
2022-01-11,BE,106.03352490421456,370.9372707023061,Belgium
2022-01-11,CH,62.0,196.76405746541656,Switzerland
2022-01-11,DE,187.03352490421457,226.4689795026637,Germany
2022-01-11,GB,212.06704980842912,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-11,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-01-11,IN,248.5,380.7713541630226,India
2022-01-11,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2022-01-11,RU,106.03352490421456,8.329731968935754,Russian Federation (the)
2022-01-12,AE,804.2011494252874,69.13588516746411,United Arab Emirates (the)
2022-01-12,BE,212.06704980842912,370.9372707023061,Belgium
2022-01-12,DE,181.03352490421457,226.4689795026637,Germany
2022-01-12,FR,212.06704980842912,103.37630106197412,France
2022-01-12,GB,318.10057471264366,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-12,IE,106.03352490421456,69.61855904828312,Ireland
2022-01-12,IN,416.0,380.7713541630226,India
2022-01-12,LB,75.0,594.6827884615385,Lebanon
2022-01-12,PH,106.03352490421456,336.6612533333333,Philippines (the)
2022-01-12,UA,106.03352490421456,73.61357136939773,Ukraine
2022-01-12,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-01-13,AE,505.13409961685824,69.13588516746411,United Arab Emirates (the)
2022-01-13,DE,106.03352490421456,226.4689795026637,Germany
2022-01-13,ES,212.06704980842912,95.2690781011932,Spain
2022-01-13,FR,106.03352490421456,103.37630106197412,France
2022-01-13,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-13,IN,441.0335249042146,380.7713541630226,India
2022-01-13,IT,106.03352490421456,205.2668746266676,Italy
2022-01-13,KR,106.03352490421456,492.531046931408,Korea (the Republic of)
2022-01-13,LB,106.03352490421456,594.6827884615385,Lebanon
2022-01-13,QA,318.10057471264366,189.43699292249264,Qatar
2022-01-13,TR,75.0,101.35033220089797,Turkey
2022-01-13,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-01-14,AE,835.234674329502,69.13588516746411,United Arab Emirates (the)
2022-01-14,BH,106.03352490421456,1771.8592105263158,Bahrain
2022-01-14,FR,106.03352490421456,103.37630106197412,France
2022-01-14,GB,274.06704980842915,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-14,IN,187.03352490421457,380.7713541630226,India
2022-01-14,IT,106.03352490421456,205.2668746266676,Italy
2022-01-14,LB,212.06704980842912,594.6827884615385,Lebanon
2022-01-14,NL,252.53352490421457,407.9605228317647,Netherlands (the)
2022-01-14,PH,106.03352490421456,336.6612533333333,Philippines (the)
2022-01-14,SA,466.0335249042146,12.909915383148268,Saudi Arabia
2022-01-14,SE,106.03352490421456,21.7670993459843,Sweden
2022-01-14,UA,106.03352490421456,73.61357136939773,Ukraine
2022-01-14,US,106.03352490421456,32.70372369087204,United States of America (the)
2022-01-14,ZA,106.03352490421456,44.02920457062235,South Africa
2022-01-15,AE,106.03352490421456,69.13588516746411,United Arab Emirates (the)
2022-01-15,DE,167.5,226.4689795026637,Germany
2022-01-15,IN,348.5335249042146,380.7713541630226,India
2022-01-15,TR,75.0,101.35033220089797,Turkey
2022-01-15,US,212.06704980842912,32.70372369087204,United States of America (the)
2022-01-16,AE,212.06704980842912,69.13588516746411,United Arab Emirates (the)
2022-01-16,BD,212.06704980842912,1173.3339699162489,Bangladesh
2022-01-16,BH,106.03352490421456,1771.8592105263158,Bahrain
2022-01-16,GB,106.03352490421456,263.0771396904889,United Kingdom of Great Britain and Northern Ireland (the)
2022-01-16,HK,106.03352490421456,6445.041516245487,Hong Kong
2022-01-16,IN,379.5670498084292,380.7713541630226,India
2022-01-16,IT,106.03352490421456,205.2668746266676,Italy
2022-01-16,LB,75.0,594.6827884615385,Lebanon
2022-01-16,SA,212.06704980842912,12.909915383148268,Saudi Arabia
